package,version,license,classification,distribution_obligation,source
siphasher,1.0.3,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
slab,0.4.12,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
smallvec,1.15.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
socket2,0.6.5,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
softbuffer,0.4.8,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
soup3,0.5.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
soup3-sys,0.5.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
sqlite-wasm-rs,0.5.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
stable_deref_trait,1.2.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
string_cache,0.9.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
string_cache_codegen,0.6.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
strsim,0.11.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
swift-rs,1.0.8,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
syn,1.0.109,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
syn,2.0.117,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
syn,3.0.4,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
sync_wrapper,1.0.2,Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
synstructure,0.13.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
system-deps,6.2.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tao,0.35.3,Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tao-macros,0.1.4,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tap,1.0.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
target-lexicon,0.12.16,Apache-2.0 WITH LLVM-exception,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri,2.11.5,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-build,2.6.3,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-codegen,2.6.3,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-macros,2.6.3,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-runtime,2.11.3,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-runtime-wry,2.11.4,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-utils,2.9.3,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tauri-winres,0.3.6,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tendril,0.5.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
thiserror,1.0.69,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
thiserror,2.0.18,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
thiserror-impl,1.0.69,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
thiserror-impl,2.0.18,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
time,0.3.47,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
time-core,0.1.8,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
time-macros,0.2.27,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tinystr,0.8.4,Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tinyvec,1.11.0,Zlib OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tinyvec_macros,0.1.1,MIT OR Apache-2.0 OR Zlib,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tokio,1.53.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tokio-util,0.7.19,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml,0.8.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml,0.9.12+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml,1.0.7+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,0.6.3,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,0.7.5+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,1.0.1+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.19.15,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.20.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.25.5+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_parser,1.0.10+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
toml_writer,1.1.2+spec-1.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tower,0.5.3,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tower-http,0.6.11,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tower-layer,0.3.3,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tower-service,0.3.3,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tracing,0.1.44,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tracing-core,0.1.36,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
tray-icon,0.24.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
try-lock,0.2.5,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
typeid,1.0.3,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
typenum,1.19.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unic-char-property,0.9.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unic-char-range,0.9.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unic-common,0.9.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unic-ucd-ident,0.9.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unic-ucd-version,0.9.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unicode-segmentation,1.12.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unicode-width,0.2.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
unicode-xid,0.2.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
url,2.5.8,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
urlpattern,0.3.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
utf8_iter,1.0.4,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
utf8parse,0.2.2,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
uuid,1.22.0,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
vcpkg,0.2.15,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
version-compare,0.2.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
version_check,0.9.5,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
vswhom,0.1.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
vswhom-sys,0.1.3,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
vte,0.14.1,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
walkdir,2.5.0,Unlicense/MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
want,0.3.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasip2,1.0.1+wasi-0.2.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasip3,0.4.0+wasi-0.3.0-rc-2026-01-06,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen,0.2.114,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-futures,0.4.64,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro,0.2.114,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro-support,0.2.114,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-shared,0.2.114,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-encoder,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-metadata,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasm-streams,0.5.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wasmparser,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
web-sys,0.3.91,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
web_atoms,0.2.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
webkit2gtk,2.0.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
webkit2gtk-sys,2.0.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
webview2-com,0.38.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
webview2-com-macros,0.8.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
webview2-com-sys,0.38.2,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winapi,0.3.9,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winapi-util,0.1.11,Unlicense OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
window-vibrancy,0.6.0,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows,0.61.3,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-collections,0.2.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-core,0.61.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-core,0.62.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-future,0.2.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-implement,0.60.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-interface,0.59.3,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-link,0.1.3,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-link,0.2.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-numerics,0.2.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-result,0.3.4,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-result,0.4.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-strings,0.4.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-strings,0.5.1,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.45.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.52.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.59.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.61.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-targets,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-targets,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-threading,0.1.0,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows-version,0.1.7,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc,0.42.2,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc,0.52.6,MIT OR Apache-2.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winnow,0.5.40,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winnow,0.7.15,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winnow,1.0.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
winreg,0.55.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen,0.46.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen-core,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen-rust,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen-rust-macro,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-component,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wit-parser,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
writeable,0.6.4,Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wry,0.55.1,Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
wyz,0.5.1,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
x11,2.21.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
x11-dl,2.21.0,MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
yoke,0.8.3,Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
yoke-derive,0.8.2,Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
zerocopy,0.8.47,BSD-2-Clause OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
zerocopy-derive,0.8.47,BSD-2-Clause OR Apache-2.0 OR MIT,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
zerofrom,0.1.8,Unicode-3.0,PERMISSIVE_OR_NOTICE,Retain applicable copyright/licence notices.,registry+https://github.com/rust-lang/crates.io-index
