package,version,source,license,cargo_checksum,classification
parking_lot,0.12.5,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,93857453250e3077bd71ff98b6a65ea6621a19bb0f559a85248955ac12c45a1a,PERMISSIVE_OR_NOTICE
parking_lot_core,0.9.12,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,2621685985a2ebf1c516881c026032ac7deafcda1a2c9b7850dc81e3dfcb64c1,PERMISSIVE_OR_NOTICE
percent-encoding,2.3.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9b4f627cb1b25917193a259e49bdad08f671f8d9708acfd5fe0a8c1455d87220,PERMISSIVE_OR_NOTICE
phf,0.13.1,registry+https://github.com/rust-lang/crates.io-index,MIT,c1562dc717473dbaa4c1f85a36410e03c047b2e7df7f45ee938fbef64ae7fadf,PERMISSIVE_OR_NOTICE
phf_codegen,0.13.1,registry+https://github.com/rust-lang/crates.io-index,MIT,49aa7f9d80421bca176ca8dbfebe668cc7a2684708594ec9f3c0db0805d5d6e1,PERMISSIVE_OR_NOTICE
phf_generator,0.13.1,registry+https://github.com/rust-lang/crates.io-index,MIT,135ace3a761e564ec88c03a77317a7c6b80bb7f7135ef2544dbe054243b89737,PERMISSIVE_OR_NOTICE
phf_macros,0.13.1,registry+https://github.com/rust-lang/crates.io-index,MIT,812f032b54b1e759ccd5f8b6677695d5268c588701effba24601f6932f8269ef,PERMISSIVE_OR_NOTICE
phf_shared,0.13.1,registry+https://github.com/rust-lang/crates.io-index,MIT,e57fef6bc5981e38c2ce2d63bfa546861309f875b8a75f092d1d54ae2d64f266,PERMISSIVE_OR_NOTICE
pin-project-lite,0.2.17,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,a89322df9ebe1c1578d689c92318e070967d1042b512afbe49518723f4e6d5cd,PERMISSIVE_OR_NOTICE
pkg-config,0.3.32,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7edddbd0b52d732b21ad9a5fab5c704c14cd949e5e9a1ec5929a24fded1b904c,PERMISSIVE_OR_NOTICE
plist,1.10.0,registry+https://github.com/rust-lang/crates.io-index,MIT,7da1d65da6dd5d1e44199ac0f58712d241c0f439f80adea8924d832384087f85,PERMISSIVE_OR_NOTICE
png,0.17.16,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,82151a2fc869e011c153adc57cf2789ccb8d9906ce52c0b39a6b5697749d7526,PERMISSIVE_OR_NOTICE
png,0.18.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,60769b8b31b2a9f263dae2776c37b1b28ae246943cf719eb6946a1db05128a61,PERMISSIVE_OR_NOTICE
portable-atomic,1.15.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,05c8b63e8d9609db387f0324918f81d68fe27748f084ef092fb35954d0539a85,PERMISSIVE_OR_NOTICE
portable-atomic-util,0.2.7,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,c2a106d1259c23fac8e543272398ae0e3c0b8d33c88ed73d0cc71b0f1d902618,PERMISSIVE_OR_NOTICE
potential_utf,0.1.6,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,d83eb9bc6d8e5cf568e7a1101d60ee05e81ed50ea106026f3d18deeb046d7661,PERMISSIVE_OR_NOTICE
powerfmt,0.2.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,439ee305def115ba05938db6eb1644ff94165c5ab5e9420d1c1bcedbba909391,PERMISSIVE_OR_NOTICE
ppv-lite86,0.2.21,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,85eae3c4ed2f50dcfe72643da4befc30deadb458a9b590d720cde2f2b1e97da9,PERMISSIVE_OR_NOTICE
precomputed-hash,0.1.1,registry+https://github.com/rust-lang/crates.io-index,MIT,925383efa346730478fb4838dbe9137d2a47675ad789c546d150a6e1dd4ab31c,PERMISSIVE_OR_NOTICE
prettyplease,0.2.37,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,479ca8adacdd7ce8f1fb39ce9ecccbfe93a3f1344b3d0d97f20bc0196208f62b,PERMISSIVE_OR_NOTICE
proc-macro-crate,1.3.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7f4c021e1093a56626774e81216a4ce732a735e5bad4868a03f3ed65ca0c3919,PERMISSIVE_OR_NOTICE
proc-macro-crate,2.0.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b00f26d3400549137f92511a46ac1cd8ce37cb5598a96d382381458b992a5d24,PERMISSIVE_OR_NOTICE
proc-macro-crate,3.5.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e67ba7e9b2b56446f1d419b1d807906278ffa1a658a8a5d8a39dcb1f5a78614f,PERMISSIVE_OR_NOTICE
proc-macro-error,1.0.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,da25490ff9892aab3fcf7c36f08cfb902dd3e71ca0f9f9517bea02a73a5ce38c,PERMISSIVE_OR_NOTICE
proc-macro-error-attr,1.0.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,a1be40180e52ecc98ad80b184934baf3d0d29f979574e439af5a55274b35f869,PERMISSIVE_OR_NOTICE
proc-macro2,1.0.106,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8fd00f0bb2e90d81d1044c2b32617f68fcb9fa3bb7640c23e9c748e53fb30934,PERMISSIVE_OR_NOTICE
ptr_meta,0.1.4,registry+https://github.com/rust-lang/crates.io-index,MIT,0738ccf7ea06b608c10564b31debd4f5bc5e197fc8bfe088f68ae5ce81e7a4f1,PERMISSIVE_OR_NOTICE
ptr_meta_derive,0.1.4,registry+https://github.com/rust-lang/crates.io-index,MIT,16b845dbfca988fa33db069c0e230574d15a3088f147a87b64c7589eb662c9ac,PERMISSIVE_OR_NOTICE
quick-xml,0.39.2,registry+https://github.com/rust-lang/crates.io-index,MIT,958f21e8e7ceb5a1aa7fa87fab28e7c75976e0bfe7e23ff069e0a260f894067d,PERMISSIVE_OR_NOTICE
quick-xml,0.41.0,registry+https://github.com/rust-lang/crates.io-index,MIT,e660451e55124f798a69a5af3f49ccfbefbd41910eefd25caf2393e1f3473ec1,PERMISSIVE_OR_NOTICE
quote,1.0.45,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,41f2619966050689382d2b44f664f4bc593e129785a36d6ee376ddf37259b924,PERMISSIVE_OR_NOTICE
r-efi,5.3.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0 OR LGPL-2.1-or-later,69cdb34c158ceb288df11e18b4bd39de994f6657d83847bdffdbd7f346754b0f,PERMISSIVE_ALTERNATIVE_SELECTED
r-efi,6.0.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0 OR LGPL-2.1-or-later,f8dcc9c7d52a811697d2151c701e0d08956f92b0e24136cf4cf27b57a6a0d9bf,PERMISSIVE_ALTERNATIVE_SELECTED
radium,0.7.0,registry+https://github.com/rust-lang/crates.io-index,MIT,dc33ff2d4973d518d823d61aa239014831e521c75da58e3df4840d3f47749d09,PERMISSIVE_OR_NOTICE
rand,0.8.5,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,34af8d1a0e25924bc5b7c43c079c942339d8f0a8b57c39049bef581b46327404,PERMISSIVE_OR_NOTICE
rand_chacha,0.3.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e6c10a63a0fa32252be49d21e7709d4d4baf8d231c2dbce1eaa8141b9b127d88,PERMISSIVE_OR_NOTICE
rand_core,0.6.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ec0be4795e2f6a28069bec0b5ff3e2ac9bafc99e6a9a7dc3547996c5c816922c,PERMISSIVE_OR_NOTICE
raw-window-handle,0.6.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0 OR Zlib,20675572f6f24e9e76ef639bc5552774ed45f1c30e2951e1e99c59888861c539,PERMISSIVE_OR_NOTICE
redox_syscall,0.5.18,registry+https://github.com/rust-lang/crates.io-index,MIT,ed2bf2547551a7053d6fdfafda3f938979645c44812fbfcda098faae3f1a362d,PERMISSIVE_OR_NOTICE
redox_users,0.5.2,registry+https://github.com/rust-lang/crates.io-index,MIT,a4e608c6638b9c18977b00b475ac1f28d14e84b27d8d42f70e0bf1e3dec127ac,PERMISSIVE_OR_NOTICE
ref-cast,1.0.27,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7e440fb4e4b4147295338efb76001ab9e4efc0e5839df2c47fc5ac2381d365c3,PERMISSIVE_OR_NOTICE
ref-cast-impl,1.0.27,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,92ecd8964f8453721699a1ed72037b0db49ce2f5a5138486ee89bed6f67cdf3a,PERMISSIVE_OR_NOTICE
regex,1.12.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e10754a14b9137dd7b1e3e5b0493cc9171fdd105e0ab477f51b72e7f3ac0e276,PERMISSIVE_OR_NOTICE
regex-automata,0.4.14,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,6e1dd4122fc1595e8162618945476892eefca7b88c52820e74af6262213cae8f,PERMISSIVE_OR_NOTICE
regex-syntax,0.8.10,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,dc897dd8d9e8bd1ed8cdad82b5966c3e0ecae09fb1907d58efaa013543185d0a,PERMISSIVE_OR_NOTICE
rend,0.4.2,registry+https://github.com/rust-lang/crates.io-index,MIT,71fe3824f5629716b1589be05dacd749f6aa084c87e00e016714a8cdfccc997c,PERMISSIVE_OR_NOTICE
reqwest,0.13.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,219c5811de6525e5416c7d5d53bb656d3afdbc6c5af816e0802bcfa42dbdc1c3,PERMISSIVE_OR_NOTICE
rkyv,0.7.46,registry+https://github.com/rust-lang/crates.io-index,MIT,2297bf9c81a3f0dc96bc9521370b88f054168c29826a75e89c55ff196e7ed6a1,PERMISSIVE_OR_NOTICE
rkyv_derive,0.7.46,registry+https://github.com/rust-lang/crates.io-index,MIT,84d7b42d4b8d06048d3ac8db0eb31bcb942cbeb709f0b5f2b2ebde398d3038f5,PERMISSIVE_OR_NOTICE
rpassword,7.4.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0,66d4c8b64f049c6721ec8ccec37ddfc3d641c4a7fca57e8f2a89de509c73df39,PERMISSIVE_OR_NOTICE
rsqlite-vfs,0.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT,a8a1f2315036ef6b1fbacd1972e8ee7688030b0a2121edfc2a6550febd41574d,PERMISSIVE_OR_NOTICE
rtoolbox,0.0.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0,a7cc970b249fbe527d6e02e0a227762c9108b2f49d81094fe357ffc6d14d7f6f,PERMISSIVE_OR_NOTICE
rusqlite,0.39.0,registry+https://github.com/rust-lang/crates.io-index,MIT,a0d2b0146dd9661bf67bb107c0bb2a55064d556eeb3fc314151b957f313bcd4e,PERMISSIVE_OR_NOTICE
rust_decimal,1.40.0,registry+https://github.com/rust-lang/crates.io-index,MIT,61f703d19852dbf87cbc513643fa81428361eb6940f1ac14fd58155d295a3eb0,PERMISSIVE_OR_NOTICE
rustc-hash,2.1.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,6b1e7f9a428571be2dc5bc0505c13fb6bf936822b894ec87abf8a08a4e51742d,PERMISSIVE_OR_NOTICE
rustc_version,0.4.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,cfcb3a22ef46e85b45de6ee7e79d063319ebb6594faafcf1c225ea92ab6e9b92,PERMISSIVE_OR_NOTICE
rustix,1.1.4,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,b6fe4565b9518b83ef4f91bb47ce29620ca828bd32cb7e408f0062e9930ba190,PERMISSIVE_OR_NOTICE
rustversion,1.0.22,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b39cdef0fa800fc44525c84ccb54a029961a8215f9619753635a9c0d2538d46d,PERMISSIVE_OR_NOTICE
ryu,1.0.23,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR BSL-1.0,9774ba4a74de5f7b1c1451ed6cd5285a32eddb5cccb8cc655a4e50009e06477f,PERMISSIVE_OR_NOTICE
same-file,1.0.6,registry+https://github.com/rust-lang/crates.io-index,Unlicense/MIT,93fc1dc3aaa9bfed95e02e6eadabb4baf7e3078b0bd1b4d7b6b0b68378900502,PERMISSIVE_OR_NOTICE
schemars,0.8.22,registry+https://github.com/rust-lang/crates.io-index,MIT,3fbf2ae1b8bc8e02df939598064d22402220cd5bbcca1c76f7d6a310974d5615,PERMISSIVE_OR_NOTICE
schemars,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT,4cd191f9397d57d581cddd31014772520aa448f65ef991055d7f61582c65165f,PERMISSIVE_OR_NOTICE
schemars,1.2.2,registry+https://github.com/rust-lang/crates.io-index,MIT,687274d293b6cdc6e73e0fee520bf2049650090d7164f87672d212a3c530cf4a,PERMISSIVE_OR_NOTICE
schemars_derive,0.8.22,registry+https://github.com/rust-lang/crates.io-index,MIT,32e265784ad618884abaea0600a9adf15393368d840e0222d101a072f3f7534d,PERMISSIVE_OR_NOTICE
scopeguard,1.2.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,94143f37725109f92c262ed2cf5e59bce7498c01bcc1502d7b9afe439a4e9f49,PERMISSIVE_OR_NOTICE
seahash,4.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT,1c107b6f4780854c8b126e228ea8869f4d7b71260f962fefb57b996b8959ba6b,PERMISSIVE_OR_NOTICE
secrecy,0.10.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,e891af845473308773346dc847b2c23ee78fe442e0472ac50e22a18a93d3ae5a,PERMISSIVE_OR_NOTICE
selectors,0.36.1,registry+https://github.com/rust-lang/crates.io-index,MPL-2.0,c5d9c0c92a92d33f08817311cf3f2c29a3538a8240e94a6a3c622ce652d7e00c,WEAK_COPYLEFT_FILE_LEVEL
semver,1.0.27,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,d767eb0aabc880b29956c35734170f26ed551a859dbd361d140cdbeca61ab1e2,PERMISSIVE_OR_NOTICE
serde,1.0.228,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9a8e94ea7f378bd32cbbd37198a4a91436180c5bb472411e48b5ec2e2124ae9e,PERMISSIVE_OR_NOTICE
serde-untagged,0.1.9,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,f9faf48a4a2d2693be24c6289dbe26552776eb7737074e6722891fadbe6c5058,PERMISSIVE_OR_NOTICE
serde_core,1.0.228,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,41d385c7d4ca58e59fc732af25c3983b67ac852c1a25000afe1175de458b67ad,PERMISSIVE_OR_NOTICE
serde_derive,1.0.228,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,d540f220d3187173da220f885ab66608367b6574e925011a9353e4badda91d79,PERMISSIVE_OR_NOTICE
serde_derive_internals,0.29.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,18d26a20a969b9e3fdf2fc2d9f21eda6c40e2de84c9408bb5d3b05d499aae711,PERMISSIVE_OR_NOTICE
serde_json,1.0.149,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,83fc039473c5595ace860d8c4fafa220ff474b3fc6bfdb4293327f1a37e94d86,PERMISSIVE_OR_NOTICE
serde_repr,0.1.21,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8d3b1629de253c70a0508c3899572da79ca359fdab27c7920ff00406df418906,PERMISSIVE_OR_NOTICE
serde_spanned,0.6.9,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,bf41e0cfaf7226dca15e8197172c295a782857fcb97fad1808a166870dee75a3,PERMISSIVE_OR_NOTICE
serde_spanned,1.1.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,6662b5879511e06e8999a8a235d848113e942c9124f211511b16466ee2995f26,PERMISSIVE_OR_NOTICE
serde_with,3.22.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ee78f1fbe43ac4a0e47aadb3dbd357b69eb0d3793e948624cd03dd2750ab1c0a,PERMISSIVE_OR_NOTICE
serde_with_macros,3.22.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8705578779c2b6bd90d84d66eb2e206b708b1a4d7b9f17641b293545bf1c7e46,PERMISSIVE_OR_NOTICE
serialize-to-javascript,0.1.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,04f3666a07a197cdb77cdf306c32be9b7f598d7060d50cfd4d5aa04bfd92f6c5,PERMISSIVE_OR_NOTICE
serialize-to-javascript-impl,0.1.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,772ee033c0916d670af7860b6e1ef7d658a4629a6d0b4c8c3e67f09b3765b75d,PERMISSIVE_OR_NOTICE
servo_arc,0.4.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,170fb83ab34de17dc69aa7c67482b22218ddb85da56546f9bd6b929e32a05930,PERMISSIVE_OR_NOTICE
sha2,0.10.9,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,a7507d819769d01a365ab707794a4084392c824f54a7a6a7862f8c3d0892b283,PERMISSIVE_OR_NOTICE
shark-foundation,0.0.1,workspace/path,Apache-2.0,,PERMISSIVE_OR_NOTICE
shark-tauri-spike,0.0.1,workspace/path,Apache-2.0,,PERMISSIVE_OR_NOTICE
shlex,1.3.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,0fda2ff0d084019ba4d7c6f371c95d8fd75ce3524c3cb8fb653a3023f6323e64,PERMISSIVE_OR_NOTICE
simd-adler32,0.3.10,registry+https://github.com/rust-lang/crates.io-index,MIT,3a219298ac11a56ea9a6d2120044824d6f01aeb034955e7af7bc16858527deea,PERMISSIVE_OR_NOTICE
simdutf8,0.1.5,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e3a9fe34e3e7a50316060351f37187a3f546bce95496156754b601a5fa71b76e,PERMISSIVE_OR_NOTICE
siphasher,1.0.3,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,8ee5873ec9cce0195efcb7a4e9507a04cd49aec9c83d0389df45b1ef7ba2e649,PERMISSIVE_OR_NOTICE
slab,0.4.12,registry+https://github.com/rust-lang/crates.io-index,MIT,0c790de23124f9ab44544d7ac05d60440adc586479ce501c1d6d7da3cd8c9cf5,PERMISSIVE_OR_NOTICE
smallvec,1.15.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,67b1b7a3b5fe4f1376887184045fcf45c69e92af734b7aaddc05fb777b6fbd03,PERMISSIVE_OR_NOTICE
socket2,0.6.5,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,c3d1e2c7f27f8d4cb10542a02c49005dbd6e93095799d6f3be745fae9f8fedd4,PERMISSIVE_OR_NOTICE
softbuffer,0.4.8,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,aac18da81ebbf05109ab275b157c22a653bb3c12cf884450179942f81bcbf6c3,PERMISSIVE_OR_NOTICE
soup3,0.5.0,registry+https://github.com/rust-lang/crates.io-index,MIT,471f924a40f31251afc77450e781cb26d55c0b650842efafc9c6cbd2f7cc4f9f,PERMISSIVE_OR_NOTICE
soup3-sys,0.5.0,registry+https://github.com/rust-lang/crates.io-index,MIT,7ebe8950a680a12f24f15ebe1bf70db7af98ad242d9db43596ad3108aab86c27,PERMISSIVE_OR_NOTICE
sqlite-wasm-rs,0.5.2,registry+https://github.com/rust-lang/crates.io-index,MIT,2f4206ed3a67690b9c29b77d728f6acc3ce78f16bf846d83c94f76400320181b,PERMISSIVE_OR_NOTICE
stable_deref_trait,1.2.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,6ce2be8dc25455e1f91df71bfa12ad37d7af1092ae736f3a6cd0e37bc7810596,PERMISSIVE_OR_NOTICE
string_cache,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,a18596f8c785a729f2819c0f6a7eae6ebeebdfffbfe4214ae6b087f690e31901,PERMISSIVE_OR_NOTICE
string_cache_codegen,0.6.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,585635e46db231059f76c5849798146164652513eb9e8ab2685939dd90f29b69,PERMISSIVE_OR_NOTICE
strsim,0.11.1,registry+https://github.com/rust-lang/crates.io-index,MIT,7da8b5736845d9f2fcb837ea5d9e2628564b3b043a70948a3f0b778838c5fb4f,PERMISSIVE_OR_NOTICE
swift-rs,1.0.8,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e45c444e496845d3f2a351146bff59aae4975b2280238df1dfaa0c7d1846f38e,PERMISSIVE_OR_NOTICE
syn,1.0.109,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,72b64191b275b66ffe2469e8af2c1cfe3bafa67b529ead792a6d0160888b4237,PERMISSIVE_OR_NOTICE
syn,2.0.117,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e665b8803e7b1d2a727f4023456bbbbe74da67099c585258af0ad9c5013b9b99,PERMISSIVE_OR_NOTICE
syn,3.0.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e6275cddf4610d1775e6d1fe9469b2e77d0f39fd98fb7450901b821e0c53649f,PERMISSIVE_OR_NOTICE
sync_wrapper,1.0.2,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0,0bf256ce5efdfa370213c1dabab5935a12e49f2c58d15e9eac2870d3b4f27263,PERMISSIVE_OR_NOTICE
synstructure,0.13.2,registry+https://github.com/rust-lang/crates.io-index,MIT,728a70f3dbaf5bab7f0c4b1ac8d7ae5ea60a4b5549c8a5914361c99147a709d2,PERMISSIVE_OR_NOTICE
system-deps,6.2.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,a3e535eb8dded36d55ec13eddacd30dec501792ff23a0b1682c38601b8cf2349,PERMISSIVE_OR_NOTICE
tao,0.35.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0,d1c93047acf68669466a34690ac58cca7010bd1b201e1ec86f1fd0a75d3dd4a9,PERMISSIVE_OR_NOTICE
tao-macros,0.1.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,5f7eeb6d99155545da6150a1795945f16ac9c178deb2a5f2e74d776107bd5849,PERMISSIVE_OR_NOTICE
tap,1.0.1,registry+https://github.com/rust-lang/crates.io-index,MIT,55937e1799185b12863d447f42597ed69d9928686b8d88a1df17376a097d8369,PERMISSIVE_OR_NOTICE
target-lexicon,0.12.16,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception,61c41af27dd6d1e27b1b16b489db798443478cef1f06a660c96db617ba5de3b1,PERMISSIVE_OR_NOTICE
tauri,2.11.5,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,667b20e2726d572dea2de7370da16e188eb06008faf9a92fab7cdc46791190b5,PERMISSIVE_OR_NOTICE
tauri-build,2.6.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,bc9ce40b16101cb6ea63d3e221567affd1c3a9205f95d7bc574941a10636b632,PERMISSIVE_OR_NOTICE
tauri-codegen,2.6.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,08279169ff42f8fc45a1dbc9dcae888893ba95288142e5880c59b93a26d2cfc5,PERMISSIVE_OR_NOTICE
tauri-macros,2.6.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,e8b394794f399a421811d06966343e7933fcae92d59f5180b9388d1174497a45,PERMISSIVE_OR_NOTICE
tauri-runtime,2.11.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,b0b4bc95aed361b0019067d189a1174a603d460d0f6c72606512d59fc9c12ec8,PERMISSIVE_OR_NOTICE
tauri-runtime-wry,2.11.4,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,4e6fac707727b7a2f48e4ded90976324267371073edbb415ffb73bb0458d203f,PERMISSIVE_OR_NOTICE
tauri-utils,2.9.3,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,3e176a18e67764923c4f1ce66f25ae4abe5f688384d5eb1a0fa6c77f3d90f887,PERMISSIVE_OR_NOTICE
tauri-winres,0.3.6,registry+https://github.com/rust-lang/crates.io-index,MIT,cc65d45c68858bfe420dd29e834b5d15dbecf8a07a8a16cf4d532c7b1f69d4b6,PERMISSIVE_OR_NOTICE
tendril,0.5.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,5fed54709c5b3a53d09bb1c113ea4f5ceafd1e772ddcb0030a82e1d56c087b08,PERMISSIVE_OR_NOTICE
thiserror,1.0.69,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b6aaf5339b578ea85b50e080feb250a3e8ae8cfcdff9a461c9ec2904bc923f52,PERMISSIVE_OR_NOTICE
thiserror,2.0.18,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,4288b5bcbc7920c07a1149a35cf9590a2aa808e0bc1eafaade0b80947865fbc4,PERMISSIVE_OR_NOTICE
thiserror-impl,1.0.69,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,4fee6c4efc90059e10f81e6d42c60a18f76588c3d74cb83a0b242a2b6c7504c1,PERMISSIVE_OR_NOTICE
thiserror-impl,2.0.18,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ebc4ee7f67670e9b64d05fa4253e753e016c6c95ff35b89b7941d6b856dec1d5,PERMISSIVE_OR_NOTICE
time,0.3.47,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,743bd48c283afc0388f9b8827b976905fb217ad9e647fae3a379a9283c4def2c,PERMISSIVE_OR_NOTICE
time-core,0.1.8,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7694e1cfe791f8d31026952abf09c69ca6f6fa4e1a1229e18988f06a04a12dca,PERMISSIVE_OR_NOTICE
time-macros,0.2.27,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,2e70e4c5a0e0a8a4823ad65dfe1a6930e4f4d756dcd9dd7939022b5e8c501215,PERMISSIVE_OR_NOTICE
tinystr,0.8.4,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,b1e27c91459209c2986af3dcf603a5a74a4368754ce37414f59acc971167f643,PERMISSIVE_OR_NOTICE
tinyvec,1.11.0,registry+https://github.com/rust-lang/crates.io-index,Zlib OR Apache-2.0 OR MIT,3e61e67053d25a4e82c844e8424039d9745781b3fc4f32b8d55ed50f5f667ef3,PERMISSIVE_OR_NOTICE
tinyvec_macros,0.1.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0 OR Zlib,1f3ccbac311fea05f86f61904b462b55fb3df8837a366dfc601a0161d0532f20,PERMISSIVE_OR_NOTICE
tokio,1.53.1,registry+https://github.com/rust-lang/crates.io-index,MIT,202caea871b69668250d242070849eb495be178ed697a3e98aebce5bc81a0bed,PERMISSIVE_OR_NOTICE
tokio-util,0.7.19,registry+https://github.com/rust-lang/crates.io-index,MIT,494815d09bf52b5548659851081238f0ca39ff638363907596da739561c62c52,PERMISSIVE_OR_NOTICE
